FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201
0.0,724.8807,9.289157,199.871826,0.00023359500000000002,1.19085729,0.000512443,737.5112,8.741348,0.7825085,999.6283,7.491541,14.65778,1016.27789,44.0271721,0.799282253,0.316638917,0.62644434,0.212663725,167.601257,2.96350884,119.921173,0.00032037900000000003,142.527557
0.0,724.3311,9.289157,200.102539,0.00023372314,1.19085729,0.000512443,737.5513,8.741348,0.7825085,999.897461,7.491541,14.644963100000002,1016.27789,44.0271721,0.7839016,0.316638917,0.625036,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557
0.0,724.174133,9.288196,200.358887,0.00023372314,1.19085729,0.000512443,738.5126,8.741348,0.7825085,999.897461,7.491541,14.6295822,1016.27789,43.5657539,0.7839016,0.316638917,0.6236277,0.213176176,167.601257,2.96350884,119.921173,0.000320379,142.527557
0.0,723.9386,9.288196,200.5127,0.00023372314,1.19085729,0.000512443,738.5526,8.741348,0.7832768,999.4745,7.491541,14.6295822,1016.27789,43.5657539,0.7839016,0.316638917,0.6236277,0.21336834100000002,167.601257,2.96350884,119.921173,0.000320379,142.527557
0.0,723.5853,9.288196,200.871567,0.00023372314,1.19085729,0.000512443,739.3537,8.710587,0.783660948,999.4745,7.491541,14.6295822,1016.27789,43.75801,0.7839016,0.303445637,0.6236277,0.213048071,167.425018,2.96350884,119.921173,0.000320379,142.527557
0.0,723.310547,9.288196,200.871567,0.0002338513,1.19085729,0.000512443,740.515259,8.710587,0.783660948,999.4745,7.491541,14.6295822,1016.27789,43.75801,0.7839016,0.2961445,0.6236277,0.213048071,167.425018,2.96350884,119.760956,0.000320379,142.527557
0.0,723.1928,9.289477,200.871567,0.0002338513,1.19085729,0.000512443,740.5553,8.710587,0.782380462,999.4745,7.491541,14.5936935,1016.27789,43.1812363,0.7839016,0.2961445,0.6236277,0.213048071,167.425018,2.96350884,119.760956,0.000320379,142.527557
0.0,722.7218,9.292682,201.256088,0.0002338513,1.19085729,0.000512443,741.1161,8.710587,0.782380462,999.3976,7.491541,14.5808762,1016.27789,42.9889755,0.7839016,0.2961445,0.6236277,0.213048071,167.425018,2.97952771,119.760956,0.000320379,142.527557
0.0,722.3685,9.293323,201.333,0.0002338513,1.19085729,0.000512443,741.236267,8.690079500000001,0.782380462,998.859253,7.48833656,14.5808762,1016.27789,42.9889755,0.7839016,0.309337765,0.6236277,0.213048071,167.425018,2.97952771,119.760956,0.000320379,142.527557
0.0,721.6227,9.293323,201.614975,0.00023367188,1.19085729,0.000512443,741.236267,8.690079500000001,0.781356037,800.2948,7.488016,14.5808762,1016.27789,42.4891052,0.7839016,0.316254646,0.6236277,0.213048071,160.695969,2.97952771,119.680855,0.000320379,142.527557
0.0,721.0732,9.393618,201.614975,0.00023367187999999997,1.19085729,0.000512443,741.837036,8.690079500000001,0.78007555,998.551636,7.488016,14.5398621,1016.27789,42.2583961,0.7839016,0.316382736,0.622091353,0.213048071,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,720.759155,9.295886,201.973846,0.00023367188,1.19085729,0.000512443,741.9572,8.690079500000001,0.7798194,998.62854,7.488016,14.5398621,1016.27789,42.2583961,0.7839016,0.318688363,0.622091353,0.213048071,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,720.4059,9.296206,201.973846,0.000233556533,1.19085729,0.000512443,742.117432,8.667008000000001,0.7798194,998.244,7.488016,14.5398621,1016.27789,42.2583961,0.7839016,0.331753552,0.610440731,0.213048071,160.695969,2.97952771,119.680855,0.000320379,142.527557
0.0,720.013367,9.296206,201.973846,0.00023345401300000002,1.19085729,0.000512443,742.3177,8.667008000000001,0.7798194,998.4363,7.755896,14.5398621,1016.27789,41.758522,0.7839016,0.336108625,0.622091353,0.213048071,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,719.189,9.296206,202.3071,0.00023345401300000002,1.19085729,0.000512443,742.558044,8.667008000000001,0.7798194,998.474731,7.484171,14.5398621,1016.2778900000001,41.48936,0.7839016,0.336108625,0.622091353,0.213944837,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,718.835754,9.296206,202.409637,0.00023341555600000003,1.19085729,0.000512443,742.7583,8.656754000000001,0.7798194,998.2825,7.48353,14.5398621,1016.27789,41.1817474,0.782363534,0.336877167,0.6220913530000001,0.214969724,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,717.9329,9.296206,202.64035,0.00023341555600000003,1.19085729,0.000512443,742.9986,8.631120000000001,0.780587733,997.8595,7.48353,14.5398621,1016.27789,41.1817474,0.781338155,0.336877167,0.622091353,0.214969724,167.1847,2.97952771,119.680855,0.000320379,142.527557
0.0,717.6582,9.296206,202.742889,0.00023341555600000003,1.19085729,0.000512443,743.919861,8.631120000000001,0.781228,997.475037,7.48353,14.5398621,1016.27789,41.0663948,0.781338155,0.320609719,0.622091353,0.214969724,167.168671,2.97952771,119.616768,0.000320379,142.527557
0.0,717.2264,9.2914,203.024872,0.00023341555600000003,1.19085729,0.000512443,743.919861,8.631120000000001,0.781228,997.398132,7.484171,14.511663800000001,1016.27789,40.79723,0.781338155,0.316254646,0.62324363,0.214969724,167.136627,2.97952771,119.520638,0.000320379,142.527557
0.0,716.8731,9.2914,203.024872,0.00023360780000000002,1.19085729,0.000512443,743.999939,8.631120000000001,0.799411,997.0905,7.486414,14.511663800000001,1016.27789,40.52807,0.781338155,0.316254646,0.62324363,0.212663725,167.104584,2.97952771,119.472572,0.000320379,142.527557
0.0,716.5591,9.2914,203.2043,0.000233684683,1.19085729,0.000512443,744.841064,8.631120000000001,0.780587733,996.975159,7.486414,14.511663800000001,1016.27789,40.52807,0.781338155,0.316254646,0.62324363,0.212663725,167.104584,2.97952771,119.472572,0.000320379,142.527557
0.0,716.362854,9.290118,203.383743,0.000233684683,1.19085729,0.000512443,745.0013,8.608049,0.780587733,996.4368,7.486414,14.511663800000001,1016.27789,40.52807,0.781338155,0.3262457,0.62324363,0.212663725,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,715.381531,9.288516,203.511917,0.000233684683,1.19085729,0.000512443,745.361755,8.60035858,0.780587733,800.2948,7.486414,14.511663800000001,1016.27789,40.1435547,0.783004344,0.326629966,0.623755753,0.212663725,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,714.910461,9.288516,203.665726,0.000233684683,1.19085729,0.000512443,745.361755,8.582415000000001,0.799411,995.8216,7.486414,14.496283,1016.27789,40.0282,0.783004344,0.326629966,0.622091353,0.212663725,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,714.7927,9.288516,203.69136,0.000233684683,1.19085729,0.000512443,745.9626,8.577288000000001,0.779563367,995.860046,7.486414,14.491156000000002,1016.27789,40.0282,0.783004344,0.309209675,0.622091353,0.212663725,167.0405,2.97952771,119.47257200000001,0.000320379,142.527557
0.0,714.4787,9.288516,203.896439,0.00023345401300000002,1.19085729,0.000512443,746.202942,8.577288000000001,0.779563367,995.7447,7.486414,14.465521200000001,1016.27789,40.028200000000005,0.781978965,0.306007445,0.622091353,0.212663725,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,713.968445,9.288516,203.896439,0.00023335149999999998,1.19085729,0.000512443,747.564758,8.554217,0.779563367,995.4371,7.486414,14.447576900000001,1016.27789,39.5283279,0.781978965,0.3156142,0.622091353,0.212984011,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,713.301147,9.285312,204.178421,0.00023335149999999998,1.19085729,0.000512443,747.564758,8.554217,0.779563367,995.283264,7.486414,14.41169,1016.27789,39.41297,0.7824917,0.32112208,0.622091353,0.212984011,167.0405,2.97952771,119.472572,0.000320379,142.527557
0.0,712.712341,9.285312,204.357864,0.00023335149999999998,1.19085729,0.000512443,748.1655,8.554217,0.779563367,995.2448,7.48833656,14.4091263,1016.27789,39.41297,0.7836452,0.325861424,0.6220913530000001,0.212984011,160.695969,2.97952771,119.328377,0.000320379,142.527557
0.0,712.123535,9.288196,204.6142,0.00023335149999999998,1.19085729,0.000512443,749.4072,8.554217,0.779563367,800.2948,7.48833656,14.36811,1016.27789,39.41297,0.7842861,0.325861424,0.622091353,0.212984011,166.864273,2.97952771,119.232246,0.000320379,142.527557
0.0,711.8095,9.289477,204.6142,0.00023340275300000004,1.19085729,0.000512443,749.6075,8.54909,0.779563367,800.2948,7.4883365600000005,14.345040000000001,1016.27789,39.41297,0.7842861,0.325861424,0.622091353,0.212984011,166.864273,2.97952771,119.232246,0.000320379,142.527557
0.0,711.927246,9.289477,204.6142,0.000233466816,1.19085729,0.000512443,749.6075,8.51063843,0.7810999,994.821838,7.48833656,14.304025300000001,1016.27789,38.7977448,0.7842861,0.325861424,0.622091353,0.212984011,166.864273,2.97952771,119.232246,0.000320379,142.527557
0.0,711.770264,9.293963,205.101257,0.00023364625,1.19085729,0.000512443,750.6088,8.51063843,0.783789,994.475769,7.4883365600000005,14.2860809,1016.27789,38.7977448,0.7842861,0.325861424,0.622091353,0.214265108,166.864273,2.97952771,119.376442,0.000320379,142.527557
0.0,711.181458,9.294604,205.101257,0.00023364625,1.19085729,0.000512443,751.449951,8.51063843,0.783789,994.821838,7.48833656,14.2860809,1016.27789,38.7977448,0.7847988,0.326886147,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557
0.0,710.1609,9.294604,205.126892,0.000384455,1.19085729,0.000512443,751.8505,8.51063843,0.785581648,994.6296,7.48833656,14.2860809,1016.27789,38.7977448,0.7855678,0.319585,0.610440731,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557
0.0,709.297363,9.297488,205.434509,0.000233492446,1.19085729,0.000512443,752.811768,8.487567,0.785581648,994.398865,7.48833656,14.2296844,1016.2778900000001,38.7592926,0.7855678,0.3259895,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557
0.0,709.179565,9.298129,205.6652,0.00023345401300000002,1.19085729,0.000512443,752.811768,8.487567,0.7819963,994.398865,7.48833656,14.2296844,1016.27789,38.3747749,0.7855678,0.326501876,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557
0.0,708.6693,9.298129,205.6652,0.00023345401300000002,1.19085729,0.000512443,753.7731,8.454243,0.7819963,994.475769,7.486414,14.2296844,1016.27789,38.29787,0.7855677999999999,0.326501876,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557
0.0,708.2375,9.298129,205.947189,0.00023345401300000002,1.19085729,0.000512443,753.8532,8.449116,0.7819963,994.2066,7.48545265,14.1912323,1016.2778900000001,38.2594223,0.7855678,0.326501876,0.6236277,0.214905664,166.864273,2.97952771,119.36042,0.000320379,142.527557
0.0,707.2955000000001,9.298129,205.998459,0.00023345401300000002,1.19085729,0.000512443,754.7744,8.449116,0.7819963,994.2835,7.755896,14.1912323,1016.27789,37.9902573,0.7855678,0.326501876,0.6236277,0.214905664,166.864273,2.867395,119.280312,0.000320379,142.527557
0.0,706.863647,9.298129,206.203537,0.00023345401300000002,1.19085729,0.000512443,755.094849,3.92207122,0.7819963,993.8221,7.48545265,14.1630356,1016.2778900000001,37.9902573,0.7855678,0.326501876,0.6236277,0.214905664,166.864273,2.9795277099999997,119.280312,0.000320379,142.527557
0.0,820.6574,9.298129,206.331711,0.00023345401300000002,1.19085729,0.000512443,756.176331,8.42091751,0.7819963,993.8605349999999,7.48545265,14.1425278,1016.27789,24.6090736,0.7855678,0.33431536,0.6238838,0.212727785,166.864273,2.867395,119.280312,0.000320379,142.527557
0.0,706.0786,9.298129,206.38298,0.000233556533,1.19085729,0.000512443,756.456665,8.42091751,0.7819963,993.860535,7.48545265,14.119456500000002,1016.27789,37.798,0.783517063,0.328807473,0.6238838,0.212727785,166.78416399999998,2.97952771,119.280312,0.000320379,142.527557
0.0,706.0786,9.298129,206.562424,0.000233556533,1.19085729,0.000512443,757.6583,8.415790560000001,0.7819963,993.514465,7.48353,14.114330000000002,1016.27789,37.798,0.783517063,0.316382736,0.6238838,0.212727785,166.704056,2.97952771,119.280312,0.000320379,142.527557
0.0,705.136536,9.295566,206.741867,0.000233556533,1.19085729,0.000512443,758.659668,8.387593,0.7819963,993.1684,7.48353,14.093821700000001,1016.27789,37.52884,0.7847988,0.322402984,0.610440731,0.212727785,166.704056,2.97952771,114.922455,0.000320379,142.527557
0.0,704.901,9.294925,206.9982,0.00023364625,1.19085729,0.000512443,759.180359,8.387593,0.7832768,992.7839,7.48353,50.09584,1016.27789,37.52884,0.7858242,0.319841176,0.622475445,0.212727785,166.704056,2.97952771,119.280312,0.000320379,142.527557
0.0,704.1552,9.2914,240.194824,0.00023365905300000003,1.19085729,0.000512443,759.180359,8.387593,0.783789,992.4763,7.48353,14.052807600000001,1016.27789,37.2596779,0.7855678,0.356603056,0.622475445,0.21285589,166.704056,2.97952771,119.280312,0.000320379,142.527557
0.0,703.527161,9.2914,240.194824,0.000233812833,1.19085729,0.000512443,760.3019,8.361958,0.783789,992.0918,7.48385048,14.052807600000001,1016.27789,37.2596779,0.784542441,0.335340083,0.622475445,0.212984011,166.704056,2.97952771,119.280312,0.000320379,142.527557
0.0,702.192566,9.2914,207.228912,0.0002340435,1.19085729,0.000512443,760.8226,8.338888,0.781484067,800.2948,7.48673439,14.011792,1016.27789,37.2596779,0.799282253,0.328807473,0.622475445,0.212984011,160.695969,2.97952771,119.280312,0.000320379,142.527557
0.0,701.800049,9.2914,207.48526,0.00023405633,1.19085729,0.000512443,761.4234,8.338888,0.7810999,991.7457,7.488016,13.996411100000001,1016.27789,37.10587,0.784542441,0.3262457,0.622475445,0.212984011,166.704056,2.97952771,119.280312,0.000320379,142.527557
0.0,701.721558,9.2914,207.53653,0.00023405633,1.19085729,0.000512443,100.787463,8.338888,0.7810999,991.3612,7.488016,13.96565,1016.27789,36.72135,0.784542441,0.3262457,0.622475445,0.212984011,166.704056,2.9795277099999997,119.280312,0.000320379,142.527557
0.0,701.4468,9.2914,207.741608,0.00023383846300000004,1.19085729,0.000512443,762.584961,8.318380000000001,0.7810999,991.7073,7.488016,13.952832,1016.27789,36.72135,0.78569597,0.3080569,0.622475445,0.212984011,166.704056,2.97952771,119.168159,0.000320379,142.527557
0.0,700.8187,9.2914,207.869781,0.0002337744,1.19085729,0.000512443,763.105652,8.31068954,0.781356037,991.7073,7.488016,13.924635299999998,1016.27789,36.72135,0.78569597,0.3143333,0.622091353,0.212984011,166.704056,2.97952771,119.136116,0.000320379,142.527557
0.0,700.4262,9.2914,208.02359,0.000233582163,1.19085729,0.000512443,763.386,8.292745,0.782764554,991.24585,7.488016,13.9246353,1016.2778900000001,36.72135,0.784157932,0.318176,0.6214512,0.212984011,166.479752,2.97952771,119.039993,0.000320379,142.527557
0.0,699.5627,9.2914,208.049225,0.00023345401300000002,1.21006465,0.000512443,763.3860000000001,8.292745,0.7830207,991.322754,7.488016,13.893873600000001,1016.27789,36.5290947,0.784157932,0.3275266,0.6214512,0.212984011,166.46373,2.867395,119.039993,0.000320379,142.527557
0.0,699.248657,9.2914,208.382462,0.00023345401300000002,1.21006465,0.000512443,764.026855,8.292745,0.7834048,991.3612,7.488016,13.881056200000002,1016.27789,36.3368378,0.784157932,0.336236715,0.6223474,0.212984011,166.46373,2.97952771,119.039993,0.000320379,142.527557
0.0,698.267334,9.294284,208.613174,0.00023335149999999998,1.21006465,0.000512443,764.6677,8.292745,0.7834048,991.24585,7.488016,13.8554214,1016.27789,36.3368378,0.784157932,0.329447925,0.6238838,0.212984011,166.46373,2.97952771,119.03999300000001,0.000320379,142.527557
0.0,697.600037,9.393618,240.194824,0.00023335149999999998,1.18125355,0.000512443,764.707764,8.249167,0.7834048,991.322754,7.488016,13.8118439,1016.27789,35.95232,0.7832607,0.333418727,0.6238838,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,697.482239,9.296206,208.74134800000002,0.00023335149999999998,1.18125355,0.000512443,765.0282,8.249167,0.7853256,991.515,7.488016,13.806716900000001,1016.27789,24.6090736,0.7832607,0.336236715,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,697.0897,9.296206,208.920792,0.00023335149999999998,1.18125355,0.000512443,765.3086,8.249167,0.7859658,991.399658,7.488016,13.806716900000001,1016.27789,35.95232,0.7832607,0.336621,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,696.8542,9.301333,209.17713899999998,0.00023335149999999998,1.18125355,0.000512443,765.629,8.249167,0.786862135,991.5919,7.488016,13.7682648,1016.27789,35.6062546,0.7842861,0.347124368,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,696.147644,9.301333,209.177139,0.00023335149999999998,1.19725978,0.000512443,765.629,8.249167,0.786862135,991.3612,7.488016,13.74263,1016.27789,35.6062546,0.7858242,0.338670433,0.6226035000000001,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,696.069153,9.393618,209.305313,0.00023335149999999998,1.19725978,0.000512443,766.1097,8.249167,0.786862135,991.553467,7.488016,13.727249100000002,1016.27789,35.3755455,0.7858242,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,695.8336,9.301333,209.433472,0.00023345401300000002,1.19725978,0.000512443,766.1097,8.249167,0.786862135,991.6304,7.488016,13.7067413,1016.27789,35.3755455,0.7850551,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557
0.0,695.7159,9.301333,209.433472,0.000233479643,1.19725978,0.000512443,766.8306,8.210715480000001,0.786862135,991.322754,7.485773,13.7041779,1016.27789,35.3755455,0.784926951,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,118.991928,0.000320379,142.527557
0.0,695.1663,9.301333,209.843628,0.000233479643,1.19725978,0.000512443,766.8306,8.210715480000001,0.7868621349999999,991.3612,7.485773,13.665727200000001,1016.27789,35.3755455,0.784926951,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,118.975906,0.000320379,142.527557
0.0,694.8915999999999,9.301333,209.843628,0.000233479643,1.19725978,0.000512443,767.2312,8.210715480000001,0.7837890000000001,991.4381,7.485773,13.619584699999999,1016.27789,24.6090736,0.7849269510000001,0.327142328,0.6226035,0.212984011,166.3676,2.97952771,118.959885,0.000320379,142.527557
0.0,694.6953,9.301333,209.843628,0.000233479643,1.19725978,0.000512443,768.112366,8.179954,0.782124341,991.322754,7.485773,13.611894200000002,1016.27789,34.9525757,0.784926951,0.327142328,0.6226035,0.213048071,166.3676,2.97952771,118.959885,0.000320379,142.527557
0.0,694.185,9.301333,209.843628,0.000233479643,1.19725978,0.000512443,768.112366,8.179954,0.7810999,990.938232,7.485773,13.611894200000002,1016.27789,34.9525757,0.78543967,0.3168951,0.6226035,0.214777559,160.695969,2.97952771,118.959885,0.000320379,142.527557
0.0,693.871033,9.301333,210.099976,0.000233479643,1.19725978,0.000512443,768.112366,8.16713638,0.7810999,991.24585,7.485773,13.568315100000001,1016.27789,34.9525757,0.78543967,0.3156142,0.6226035,0.214777559,166.3676,2.97952771,118.959885,0.000320379,142.527557
0.0,693.478455,9.297488,210.099976,0.000233556533,1.19725978,0.000512443,768.112366,8.144066,0.7810999,990.938232,7.485773,13.5401184,1016.27789,34.9525757,0.799282253,0.3156142,0.6226035,0.21477755899999998,166.30351299999998,2.97952771,118.959885,0.00032037900000000003,142.527557
0.0,692.7719,9.297488,210.099976,0.00023360780000000002,1.19725978,0.000512443,768.4328,8.131248470000001,0.7810999,990.938232,7.485773,13.5298645,1016.27789,34.9525757,0.78543967,0.3156142,0.622475445,0.214777559,166.175339,2.97952771,118.7516,0.000320379,142.527557
0.0,692.340149,9.297488,240.194824,0.00023360780000000002,1.19725978,0.000512443,768.8333,8.108177000000001,0.7817402,990.8229,7.485773,13.504230000000002,1016.27789,34.9525757,0.7854396699999999,0.3156142,0.6219633,0.214777559,166.175339,2.97952771,118.7516,0.000320379,142.527557
0.0,691.947632,9.294925,210.099976,0.00023360780000000002,1.19725978,0.000512443,768.8333,8.09023361,0.7819963,990.3999,7.485773,13.4632141,1016.27789,34.9525757,0.78543967,0.3156142,0.6214512,0.214777559,166.175339,2.899433,118.7516,0.000320379,142.527557
0.0,691.4373,9.292682,210.4845,0.000233582163,1.19725978,0.000512443,768.8333,8.064599,0.7819963,990.3999,7.485773,13.45296,1016.27789,34.6449623,0.78543967,0.3156142,0.6214512,0.212727785,166.175339,2.899433,118.7516,0.000320379,142.527557
0.0,690.77,9.292682,210.4845,0.000233428383,1.19725978,0.000512443,769.313965,8.064599,0.7819963,989.784668,7.488016,13.422200000000002,1016.27789,34.6449623,0.78543967,0.316254646,0.6214512,0.212663725,166.175339,2.899433,118.927841,0.000320379,142.527557
0.0,690.024231,9.292682,210.4845,0.000233428383,1.19725978,0.000512443,769.313965,8.064599,0.783917,989.9769,7.488016,13.4016922,1016.27789,34.6449623,0.78543967,0.3259895,0.6214512,0.212663725,166.175339,2.899433,118.927841,0.000320379,142.527557
0.0,689.6317,9.292682,210.663925,0.00023341555600000003,1.19725978,0.000512443,769.3941,8.038964,0.783917,989.707764,7.488016,13.3888748,1016.27789,24.6090736,0.78543967,0.320097357,0.6223474,0.212663725,166.175339,2.899433,118.847733,0.000320379,142.527557
0.0,689.003662,9.292682,210.843369,0.0002333643,1.19725978,0.000512443,769.714539,8.031274000000002,0.783917,800.2948,7.488016,69.64881,1016.27789,34.60651,0.799282253,0.326629966,0.6223474,0.212663725,166.175339,2.899433,118.831711,0.000320379,142.527557
0.0,688.7681,9.292682,210.971542,0.0002333643,1.19725978,0.000512443,769.834656,8.028711,0.781484067,989.2079,7.488016,13.337605300000002,1016.27789,34.2604446,0.7869777,0.335596263,0.6223474,0.213688612,166.175339,2.899433,118.831711,0.000320379,142.527557
0.0,687.9831,9.292682,211.202255,0.00023323614600000001,1.19725978,0.000512443,769.834656,8.013330000000002,0.781484067,989.246338,7.488016,13.3042816,1016.27789,34.2604446,0.787105858,0.331497371,0.6223474,0.213688612,166.175339,2.8994329999999997,118.831711,0.000320379,142.527557
0.0,687.5906,9.292682,211.4586,0.00023322334300000002,1.19725978,0.000512443,769.834656,8.013330000000002,0.7830207,989.131,7.488016,13.270956400000001,1016.27789,34.2604446,0.787105858,0.338542342,0.610440731,0.213688612,166.175339,3.04360366,118.831711,0.000320379,142.527557
0.0,686.687744,9.294925,211.509872,0.00023322334300000002,1.19725978,0.000512443,771.597046,7.980005,0.7830207,988.823364,7.488016,13.240194700000002,1016.27789,33.83748,0.787105858,0.338542342,0.6223474,0.212663725,166.175339,3.04360366,118.831711,0.000320379,142.527557
0.0,685.941956,9.297809,211.509872,0.00023341555600000003,1.19725978,0.000512443,771.7973,7.980005,0.7830207,988.5542,7.488016,13.240194700000002,1016.27789,33.83748,0.7869777,0.333546817,0.6223474,0.212663725,166.175339,2.899433,118.831711,0.000320379,142.527557
0.0,685.3139,9.297809,211.971283,0.00023341555600000003,1.19725978,0.000512443,772.9989,7.980005,0.799411,988.285034,7.488016,13.204306,1016.27789,33.83748,0.786721349,0.326501876,0.6223474,0.212663725,166.175339,2.899433,118.83171100000001,0.000320379,142.527557
0.0,684.9214,9.297809,211.971283,0.00023341555600000003,1.19725978,0.000512443,773.1992,7.974878,0.7830207,988.2466,7.48545265,13.1838,1016.27789,33.83748,0.786721349,0.326501876,0.6223474,0.212663725,166.175339,2.867395,118.831711,0.000320379,142.527557
0.0,684.6466,9.297809,240.194824,0.00023341555600000003,1.19725978,0.000512443,775.001648,7.964625,0.7840451,987.631348,7.48545265,13.155601500000001,1016.27789,33.83748,0.786721349,0.333034456,0.6223474,0.212663725,160.695969,2.899433,118.831711,0.000320379,142.527557
0.0,684.097046,9.297809,212.407074,0.00023341555600000003,1.19725978,0.000512443,775.001648,7.964625,0.7840451,987.631348,7.48545265,13.132530000000001,1016.27789,33.83748,0.786721349,0.327014238,0.6223474,0.213112116,166.175339,3.04360366,118.719559,0.000320379,142.36734
0.0,683.469,9.297809,212.714691,0.00023341555600000003,1.19725978,0.000512443,776.804,7.933863,0.7840451,987.631348,7.48545265,13.1120224,1016.27789,33.83748,0.786721349,0.330472648,0.6223474,0.213112116,166.175339,3.04360366,118.719559,0.000320379,142.36734
0.0,682.880249,9.297809,212.714691,0.000233582163,1.19725978,0.000512443,777.6051,7.933863,0.785069466,987.0931,7.48545265,13.104332,1016.27789,33.4914131,0.786721349,0.322787255,0.6223474,0.2145854,166.047165,3.04360366,118.719559,0.000320379,142.36734
