,is_attack,P101,P203,P205,P301,P401,P601,MV301,MV302,MV304,UV401,MV101,MV201,MV303,AIT503,FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201,classification
10,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,,,,,,,,,,,,,,,,,,,,,,,,
11,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,724.3311,9.289157,200.102539,2.3372314,1.19085729,0.000512443,737.5513,87.41348,0.7825085,999.897461,7.491541,146.449631,44.0271721,0.7839016,0.316638917,0.625036,0.212663725,167.601257,2.96350884,119.921173,0.000320379,142.527557,0.0
12,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
13,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
14,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
15,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
16,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
17,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
18,0,2,2,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,722.3685,9.293323,201.333,2.338513,1.19085729,0.000512443,741.236267,86.900795,0.782380462,998.859253,7.48833656,145.808762,42.9889755,0.7839016,0.309337765,0.6236277,0.213048071,167.425018,2.97952771,119.760956,0.000320379,142.527557,0.0
19,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,0.0,721.6227,9.293323,201.614975,2.3367188,1.19085729,0.000512443,741.236267,86.900795,0.781356037,800.2948,7.488016,145.808762,42.4891052,0.7839016,0.316254646,0.6236277,0.213048071,160.695969,2.97952771,119.680855,0.000320379,142.527557,0.0
20,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
21,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,720.759155,9.295886,201.973846,2.3367188,1.19085729,0.000512443,741.9572,86.900795,0.7798194,998.62854,7.488016,1.45398621,42.2583961,0.7839016,0.318688363,0.622091353,0.213048071,167.1847,2.97952771,119.680855,0.000320379,142.527557,0.0
22,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,720.4059,9.296206,201.973846,2.33556533,1.19085729,0.000512443,742.117432,86.67008,0.7798194,998.244,7.488016,145.398621,42.2583961,0.7839016,0.331753552,0.610440731,0.213048071,160.695969,2.97952771,119.680855,0.000320379,142.527557,0.0
23,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,720.013367,9.296206,201.973846,2.33454013,1.19085729,0.000512443,742.3177,86.67008,0.7798194,998.4363,7.755896,145.398621,0.41758522,0.7839016,0.336108625,0.622091353,0.213048071,167.1847,2.97952771,119.680855,0.000320379,142.527557,0.0
24,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,101627.789,0.0,719.189,9.296206,202.3071,2.33454013,1.19085729,0.000512443,742.558044,86.67008,0.7798194,998.474731,7.484171,145.398621,41.48936,0.7839016,0.336108625,0.622091353,0.213944837,167.1847,2.97952771,119.680855,0.000320379,142.527557,0.0
25,0,2,2,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
26,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
27,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,717.2264,9.2914,2.03024872,2.33415556,1.19085729,0.000512443,743.919861,86.3112,0.781228,997.398132,7.484171,145.116638,40.79723,0.781338155,0.316254646,0.62324363,0.214969724,167.136627,2.97952771,119.520638,0.000320379,142.527557,0.0
29,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,716.8731,9.2914,203.024872,0.02336078,1.19085729,0.000512443,743.999939,86.3112,0.799411,997.0905,7.486414,145.116638,40.52807,0.781338155,0.316254646,0.62324363,0.212663725,167.104584,2.97952771,119.472572,0.000320379,142.527557,0.0
30,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,716.5591,9.2914,203.2043,2.33684683,1.19085729,0.000512443,744.841064,86.3112,0.780587733,996.975159,7.486414,145.116638,40.52807,0.781338155,0.316254646,0.62324363,0.212663725,167.104584,2.97952771,119.472572,0.000320379,142.527557,0.0
31,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
32,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,715.381531,9.288516,203.511917,2.33684683,1.19085729,0.000512443,7.45361755,86.0035858,0.780587733,800.2948,7.486414,145.116638,40.1435547,0.783004344,0.326629966,0.623755753,0.212663725,167.0405,2.97952771,119.472572,0.000320379,142.527557,1.0
33,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
34,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,714.7927,9.288516,203.69136,2.33684683,1.19085729,0.000512443,745.9626,85.77288,0.779563367,995.860046,7.486414,144.91156,40.0282,0.783004344,0.309209675,0.622091353,0.212663725,167.0405,2.97952771,1.19472572,0.000320379,142.527557,0.0
35,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
36,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,713.968445,9.288516,203.896439,2.333515,1.19085729,0.000512443,747.564758,85.54217,0.779563367,995.4371,7.486414,144.475769,39.5283279,0.781978965,0.3156142,0.622091353,0.212984011,167.0405,2.97952771,119.472572,0.000320379,142.527557,0.0
37,0,1,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,713.301147,9.285312,204.178421,2.333515,1.19085729,0.000512443,747.564758,85.54217,0.779563367,995.283264,7.486414,144.1169,39.41297,0.7824917,0.32112208,0.622091353,0.212984011,167.0405,2.97952771,119.472572,0.000320379,142.527557,0.0
38,0,2,1,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,712.712341,9.285312,204.357864,2.333515,1.19085729,0.000512443,748.1655,85.54217,0.779563367,995.2448,7.48833656,144.091263,39.41297,0.7836452,0.325861424,0.00622091353,0.212984011,160.695969,2.97952771,119.328377,0.000320379,142.527557,0.0
39,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,712.123535,9.288196,2.046142,2.333515,1.19085729,0.000512443,749.4072,85.54217,0.779563367,800.2948,7.48833656,143.6811,39.41297,0.7842861,0.325861424,0.622091353,0.212984011,166.864273,2.97952771,119.232246,0.000320379,142.527557,0.0
40,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
41,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
42,0,2,1,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,711.770264,9.293963,205.101257,2.3364625,1.19085729,0.000512443,750.6088,85.1063843,0.783789,994.475769,0.0748833656,142.860809,38.7977448,0.7842861,0.325861424,0.622091353,0.214265108,166.864273,2.97952771,119.376442,0.000320379,142.527557,0.0
43,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
44,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
45,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,101627.789,,,,,,,,,,,,,,,,,,,,,,,,
46,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,0.0,709.179565,9.298129,205.6652,2.33454013,1.19085729,0.000512443,752.811768,84.87567,0.7819963,994.398865,7.48833656,1.42296844,38.3747749,0.7855678,0.326501876,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557,0.0
47,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,7.086693,9.298129,205.6652,2.33454013,1.19085729,0.000512443,753.7731,84.54243,0.7819963,994.475769,7.486414,142.296844,38.29787,0.007855678,0.326501876,0.622091353,0.214905664,166.864273,2.97952771,119.456551,0.000320379,142.527557,2.0
48,0,2,2,2,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,OPEN,CLOSED,101627.789,,,,,,,,,,,,,,,,,,,,,,,,
49,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
50,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,101627.789,0.0,706.863647,9.298129,206.203537,2.33454013,1.19085729,0.000512443,755.094849,3.92207122,0.7819963,993.8221,7.48545265,141.630356,37.9902573,0.7855678,0.326501876,0.6236277,0.214905664,166.864273,297.952771,119.280312,0.000320379,142.527557,0.0
51,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,820.6574,9.298129,206.331711,2.33454013,1.19085729,0.000512443,756.176331,84.2091751,0.7819963,9.93860535,7.48545265,141.425278,24.6090736,0.7855678,0.33431536,0.6238838,0.212727785,166.864273,2.867395,119.280312,0.000320379,142.527557,3.0
52,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
53,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
54,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,705.136536,9.295566,206.741867,2.33556533,1.19085729,0.000512443,758.659668,83.87593,0.7819963,993.1684,7.48353,140.938217,37.52884,0.7847988,0.322402984,0.610440731,0.212727785,166.704056,2.97952771,114.922455,0.000320379,142.527557,0.0
55,0,2,2,2,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
56,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,0.0,704.1552,9.2914,240.194824,2.33659053,1.19085729,0.000512443,759.180359,83.87593,0.783789,992.4763,7.48353,140.528076,37.2596779,0.7855678,0.356603056,0.622475445,0.21285589,166.704056,2.97952771,1.19280312,0.000320379,142.527557,0.0
57,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,703.527161,9.2914,240.194824,2.33812833,1.19085729,0.0512443,760.3019,83.61958,0.783789,992.0918,7.48385048,140.528076,37.2596779,0.784542441,0.335340083,0.622475445,0.212984011,166.704056,2.97952771,119.280312,0.000320379,142.527557,0.0
58,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,702.192566,9.2914,207.228912,2.340435,1.19085729,0.000512443,760.8226,83.38888,0.781484067,800.2948,7.48673439,140.11792,37.2596779,0.799282253,0.328807473,0.622475445,0.212984011,160.695969,2.97952771,119.280312,0.000320379,142.527557,0.0
59,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
60,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
61,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,701.4468,9.2914,207.741608,2.33838463,1.19085729,0.000512443,762.584961,83.1838,0.7810999,991.7073,7.488016,139.52832,36.72135,0.78569597,0.3080569,0.622475445,0.212984011,166.704056,2.97952771,119.168159,0.000320379,142.527557,0.0
62,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,700.8187,9.2914,207.869781,2.337744,1.19085729,0.000512443,763.105652,83.1068954,0.781356037,991.7073,7.488016,1.39246353,36.72135,0.78569597,0.3143333,0.622091353,0.212984011,166.704056,2.97952771,119.136116,0.000320379,142.527557,0.0
63,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,101627.789,,,,,,,,,,,,,,,,,,,,,,,,
64,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,699.5627,9.2914,208.049225,2.33454013,1.21006465,0.000512443,7.63386,82.92745,0.7830207,991.322754,7.488016,138.938736,36.5290947,0.784157932,0.3275266,0.6214512,0.212984011,166.46373,2.867395,119.039993,0.000320379,142.527557,1.0
65,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,699.248657,9.2914,208.382462,2.33454013,1.21006465,0.0512443,764.026855,82.92745,0.7834048,991.3612,7.488016,138.810562,36.3368378,0.784157932,0.336236715,0.6223474,0.212984011,166.46373,2.97952771,119.039993,0.000320379,142.527557,0.0
66,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,698.267334,9.294284,208.613174,2.333515,1.21006465,0.000512443,764.6677,82.92745,0.7834048,991.24585,7.488016,138.554214,36.3368378,0.784157932,0.329447925,0.6238838,0.212984011,166.46373,2.97952771,1.19039993,0.000320379,142.527557,0.0
67,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,697.600037,9.393618,240.194824,2.333515,1.18125355,0.000512443,764.707764,82.49167,0.7834048,991.322754,7.488016,138.118439,35.95232,0.7832607,0.333418727,0.6238838,0.212984011,166.46373,0.0297952771,119.120094,0.000320379,142.527557,0.0
68,0,1,2,2,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
69,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,697.0897,9.296206,208.920792,2.333515,1.18125355,0.000512443,765.3086,82.49167,0.7859658,991.399658,7.488016,138.067169,35.95232,0.7832607,0.336621,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557,0.0
70,0,1,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
71,0,2,1,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,696.147644,9.301333,209.177139,2.333515,1.19725978,0.000512443,765.629,82.49167,0.786862135,991.3612,7.488016,137.4263,35.6062546,0.7858242,0.338670433,0.006226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557,0.0
72,0,1,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,696.069153,9.393618,209.305313,2.333515,1.19725978,0.000512443,766.1097,82.49167,0.786862135,991.553467,7.488016,137.272491,35.3755455,0.7858242,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557,0.0
73,0,2,1,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,695.8336,9.301333,209.433472,2.33454013,1.19725978,0.000512443,766.1097,82.49167,0.786862135,991.6304,7.488016,137.067413,35.3755455,0.7850551,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,119.120094,0.000320379,142.527557,0.0
74,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,695.7159,0.09301333,209.433472,2.33479643,1.19725978,0.000512443,766.8306,82.1071548,0.786862135,991.322754,7.485773,137.041779,35.3755455,0.784926951,0.325349063,0.6226035,0.212984011,166.46373,2.97952771,118.991928,0.000320379,142.527557,0.0
75,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
76,0,2,1,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
77,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
78,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,694.185,9.301333,209.843628,2.33479643,1.19725978,0.000512443,768.112366,81.79954,0.7810999,990.938232,7.485773,136.118942,34.9525757,0.78543967,0.3168951,0.6226035,0.214777559,160.695969,2.97952771,118.959885,0.000320379,142.527557,0.0
79,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,693.871033,9.301333,210.099976,2.33479643,1.19725978,0.000512443,768.112366,81.6713638,0.7810999,991.24585,7.485773,135.683151,0.349525757,0.78543967,0.3156142,0.6226035,0.214777559,166.3676,2.97952771,118.959885,0.000320379,142.527557,0.0
80,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
81,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
82,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
83,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,691.947632,9.294925,210.099976,2.336078,1.19725978,0.000512443,768.8333,80.9023361,0.7819963,990.3999,7.485773,1.34632141,34.9525757,0.78543967,0.3156142,0.6214512,0.214777559,166.175339,2.899433,118.7516,0.000320379,142.527557,0.0
84,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,691.4373,9.292682,210.4845,2.33582163,1.19725978,0.000512443,768.8333,80.64599,0.7819963,990.3999,7.485773,134.5296,34.6449623,0.78543967,0.3156142,0.6214512,0.212727785,166.175339,2.899433,118.7516,0.000320379,142.527557,0.0
85,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,6.9077,9.292682,210.4845,2.33428383,1.19725978,0.000512443,769.313965,0.8064599,0.7819963,989.784668,7.488016,134.222,34.6449623,0.0078543967,0.316254646,0.6214512,0.212663725,1.66175339,2.899433,118.927841,0.000320379,142.527557,2.0
86,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,690.024231,9.292682,210.4845,2.33428383,1.19725978,0.000512443,769.313965,80.64599,0.783917,989.9769,0.07488016,134.016922,34.6449623,0.78543967,0.3259895,0.6214512,0.212663725,166.175339,2.899433,118.927841,0.000320379,142.527557,0.0
87,0,2,2,2,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,689.6317,9.292682,210.663925,2.33415556,1.19725978,0.000512443,769.3941,80.38964,0.783917,989.707764,7.488016,133.888748,24.6090736,0.78543967,0.320097357,0.6223474,0.212663725,166.175339,2.899433,118.847733,0.000320379,142.527557,0.0
88,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,689.003662,9.292682,210.843369,2.333643,1.19725978,0.000512443,769.714539,80.31274,0.783917,800.2948,7.488016,69.64881,34.60651,0.799282253,0.326629966,0.6223474,0.212663725,166.175339,2.899433,118.831711,0.000320379,142.527557,0.0
89,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,0.0,688.7681,9.292682,210.971542,2.333643,1.19725978,0.000512443,769.834656,80.28711,0.781484067,989.2079,7.488016,133.376053,34.2604446,0.7869777,0.335596263,0.6223474,0.213688612,166.175339,2.899433,118.831711,0.000320379,142.527557,0.0
90,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
91,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
92,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
93,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,10.1627789,0.0,685.941956,9.297809,211.509872,2.33415556,1.19725978,0.000512443,771.7973,79.80005,0.7830207,988.5542,7.488016,132.401947,33.83748,0.7869777,0.333546817,0.6223474,0.212663725,166.175339,2.899433,118.831711,0.000320379,142.527557,0.0
94,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,0.0,685.3139,9.297809,211.971283,2.33415556,1.19725978,0.000512443,772.9989,79.80005,0.799411,988.285034,7.488016,132.04306,33.83748,0.786721349,0.326501876,0.6223474,0.212663725,166.175339,2.899433,1.18831711,0.000320379,142.527557,0.0
95,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
96,0,2,2,2,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,OPEN,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
